t_s,Vxx_X_V,Vxx_Y_V,Vxx_R_V,Vxx_theta_deg,Vxy_X_V,Vxy_Y_V,Vxy_R_V,Vxy_theta_deg,VB_V
1.180526,0.0307962,-0.00019455,0.0307962,-0.36,3.52862e-05,7.43871e-05,8.29701e-05,64.458,-0.000392097344
1.919131,0.0307618,-0.000205995,0.0307618,-0.378,3.52862e-05,7.43871e-05,8.29701e-05,64.872,-0.000391707616
2.924413,0.0307618,-0.000205995,0.0307618,-0.378,3.52862e-05,7.43871e-05,8.29701e-05,64.872,-0.000391512704
4.092294,0.0307618,-0.000205995,0.0307618,-0.378,3.52862e-05,7.43871e-05,8.29701e-05,64.872,-0.000390697664
4.958925,0.0307618,-0.000205995,0.0307618,-0.378,3.52862e-05,7.43871e-05,8.29701e-05,64.872,-0.000388932256
6.058934,0.0307618,-0.000205995,0.0307618,-0.378,3.43325e-05,7.43871e-05,8.20165e-05,65.292,-0.000388668608
7.158868,0.0307618,-0.000205995,0.0307618,-0.378,3.52862e-05,7.43871e-05,8.20165e-05,64.674,-0.000391156224
8.258891,0.0307618,-0.000205995,0.0307618,-0.378,3.52862e-05,7.43871e-05,8.29701e-05,64.872,-0.000387625376
8.984688,0.0307618,-0.000205995,0.0307618,-0.378,3.52862e-05,7.43871e-05,8.29701e-05,64.872,-0.000387568096
9.993598,0.0307618,-0.000205995,0.0307618,-0.378,3.52862e-05,7.43871e-05,8.20165e-05,64.674,-0.000387176992
11.003392,0.0307618,-0.000205995,0.0307618,-0.378,3.52862e-05,7.43871e-05,8.29701e-05,64.872,-0.000387073792
12.004546,0.0307618,-0.000205995,0.0307618,-0.378,3.52862e-05,7.43871e-05,8.29701e-05,64.872,-0.00038711968
13.014272,0.0307618,-0.000205995,0.0307618,-0.378,3.52862e-05,7.43871e-05,8.29701e-05,64.872,-0.000388426496
14.029202,0.0307657,-0.000205995,0.0307657,-0.378,3.52862e-05,7.43871e-05,8.29701e-05,64.872,-0.00038832336
15.070104,0.0307695,-0.000205995,0.0307695,-0.378,3.52862e-05,7.43871e-05,8.20165e-05,64.674,-0.00038613232
16.040009,0.0307733,-0.000205995,0.0307733,-0.378,3.52862e-05,7.43871e-05,8.29701e-05,64.872,-0.000385432992
17.058980,0.0307695,-0.000205995,0.0307695,-0.378,3.52862e-05,7.43871e-05,8.29701e-05,64.872,-0.000388023744
18.158880,0.0307695,-0.000205995,0.0307695,-0.378,3.52862e-05,7.43871e-05,8.29701e-05,64.872,-0.000385329856
19.258877,0.0307657,-0.000205995,0.0307657,-0.378,3.52862e-05,7.43871e-05,8.29701e-05,64.872,-0.000384286688
20.570045,0.0307657,-0.000205995,0.0307657,-0.378,3.52862e-05,7.43871e-05,8.29701e-05,64.872,-0.000386359872
21.092758,0.0307657,-0.000205995,0.0307657,-0.378,3.52862e-05,7.43871e-05,8.20165e-05,64.674,-0.000390154272
22.090374,0.0307657,-0.000205995,0.0307657,-0.378,3.52862e-05,7.43871e-05,8.29701e-05,64.872,-0.000390853568
23.101931,0.0307657,-0.000205995,0.0307657,-0.378,3.52862e-05,7.43871e-05,8.29701e-05,64.872,-0.00038617648
24.111252,0.0307657,-0.000205995,0.0307657,-0.378,3.52862e-05,7.43871e-05,8.20165e-05,64.674,-0.00038637136
25.122547,0.0307657,-0.000205995,0.0307657,-0.378,3.52862e-05,7.43871e-05,8.20165e-05,64.674,-0.000389993792
26.132053,0.0307657,-0.000205995,0.0307657,-0.378,3.52862e-05,7.43871e-05,8.29701e-05,64.872,-0.000386713408
