t_s,Vxx_X_V,Vxx_Y_V,Vxx_R_V,Vxx_theta_deg,Vxy_X_V,Vxy_Y_V,Vxy_R_V,Vxy_theta_deg,VB_V
1.336746,0.000595096,5.72208e-06,0.000595096,0.576,9.53682e-07,1.43052e-05,1.43052e-05,84.804,-0.00038875472
1.852614,0.000593189,7.15259e-06,0.000593189,0.708,0.000286104,0.000468256,0.000548366,58.548,-0.000387998432
2.576448,0.000593189,7.15259e-06,0.000593189,0.708,0.00045109,0.00037575,0.000588421,39.804,-0.000389029728
2.979147,0.000592712,7.15259e-06,0.000592712,0.708,0.000578884,0.000138284,0.000595096,13.458,-0.000388491168
3.676449,0.000592712,7.15259e-06,0.000592712,0.708,0.000584606,-4.67303e-05,0.000586513,-4.56,-0.000387643232
4.074539,0.000592712,7.15259e-06,0.000592712,0.708,0.000324251,-0.000436785,0.000543598,-53.37,-0.000388880832
4.776465,0.000592712,7.15259e-06,0.000592712,0.708,3.52862e-05,-0.0005312,0.0005312,-86.118,-0.00038674944
5.170465,0.000592235,7.15259e-06,0.000592235,0.708,-0.000416758,-0.000324251,0.000526432,-142.188,-0.000387150496
6.087625,0.000592235,7.15259e-06,0.000592235,0.708,-0.000525478,-4.76839e-05,0.000526432,-174.846,-0.000386061888
6.470252,0.000592235,7.15259e-06,0.000592235,0.708,-0.000197412,0.000488285,0.000526432,111.99,-0.00038665776
6.986360,0.000592235,7.15259e-06,0.000592235,0.708,0.000108719,0.000514988,0.000526432,78.024,-0.000387391136
7.406398,0.000593189,7.15259e-06,0.000593189,0.708,0.000427248,0.000307085,0.000526432,35.736,-0.000389935008
8.076447,0.000593189,7.15259e-06,0.000593189,0.708,0.000525478,3.71935e-05,0.000526432,4.134,-0.000388296352
8.465479,0.000592712,7.15259e-06,0.000592712,0.708,0.000335695,-0.000406267,0.000526432,-50.334,-0.000387906784
9.176441,0.000593189,7.15259e-06,0.000593189,0.708,6.67577e-05,-0.000523571,0.000526432,-82.656,-0.000388938112
9.563206,0.000592712,7.15259e-06,0.000592712,0.708,-0.000401499,-0.000342371,0.000526432,-139.518,-0.000390129792
10.276473,0.000593189,7.15259e-06,0.000593189,0.708,-0.000523571,-7.05724e-05,0.000527386,-172.452,-0.000388296416
10.679957,0.000592712,7.15259e-06,0.000592712,0.708,-0.000336649,0.000406267,0.000527386,129.618,-0.000386760896
11.587653,0.000592235,7.15259e-06,0.000592235,0.708,-7.05724e-05,0.000523571,0.000528339,97.608,-0.000388250592
11.978927,0.000592712,7.15259e-06,0.000592712,0.708,0.000482561,0.000213624,0.000527386,23.91,-0.000386061952
12.495200,0.000592712,7.15259e-06,0.000592712,0.708,0.000523571,-6.96187e-05,0.000528339,-7.536,-0.00038684112
12.897660,0.000593189,7.15259e-06,0.000593189,0.708,0.000333788,-0.000409128,0.000527386,-50.682,-0.00038783808
13.576465,0.000593189,7.15259e-06,0.000593189,0.708,5.43597e-05,-0.000525478,0.000527386,-84.06,-0.000387998464
13.969429,0.000593189,7.15259e-06,0.000593189,0.708,-0.000391008,-0.000363352,0.000533108,-137.13,-0.0003889496
14.676456,0.000593189,7.15259e-06,0.000593189,0.708,-0.000532154,-0.000177384,0.000559811,-161.628,-0.000387253664
15.068604,0.000592712,7.15259e-06,0.000592712,0.708,-0.000580791,0.000120163,0.000592235,168.246,-0.000389293344
16.204382,0.000592712,7.15259e-06,0.000592712,0.708,-0.000528339,0.000280382,0.000597958,152.004,-0.00038900688
17.087676,0.000592235,7.15259e-06,0.000592235,0.708,-0.000182153,0.000330927,0.000377657,118.782,-0.000388514048
17.489679,0.000593189,7.15259e-06,0.000593189,0.708,1.90736e-06,5.81744e-05,5.81744e-05,87.396,-0.000388605696
18.006186,0.000592712,7.15259e-06,0.000592712,0.708,9.82289e-05,-0.00013733,0.000168801,-54.306,-0.00038944224
18.399064,0.000592712,7.15259e-06,0.000592712,0.708,-0.000205995,-6.38966e-05,0.000214578,-162.912,-0.000388353632
19.076477,0.000593189,7.15259e-06,0.000593189,0.708,4.38693e-05,0.000152589,0.000159265,73.692,-0.00038790672
19.467071,0.000593189,7.15259e-06,0.000593189,0.708,-0.000131608,-0.000121117,0.000177384,-137.28,-0.000386864
19.861093,0.000593189,7.15259e-06,0.000593189,0.708,-3.71935e-05,0.000169755,0.000174523,102.126,-0.000386566016
20.376671,0.000592712,7.15259e-06,0.000592712,0.708,0.000167848,-5.14986e-05,0.000174523,-16.782,-0.000385030496
20.762968,0.000593189,7.15259e-06,0.000593189,0.708,-0.0002203,-4.95913e-05,0.000225068,-167.526,-0.00038751712
21.278659,0.000593189,7.15259e-06,0.000593189,0.708,-0.000250818,0.000271799,0.000369074,132.588,-0.00038577536
21.662262,0.000593189,7.15259e-06,0.000593189,0.708,0.000115395,0.000428202,0.00044346,74.856,-0.000385569088
22.051488,0.000593189,7.15259e-06,0.000593189,0.708,0.000390055,0.000222207,0.000449182,29.682,-0.000384973248
22.779133,0.000592712,7.15259e-06,0.000592712,0.708,0.000427248,-0.00012684,0.000445368,-16.404,-0.000386417056
