t_s,Vxx_X_V,Vxx_Y_V,Vxx_R_V,Vxx_theta_deg,Vxy_X_V,Vxy_Y_V,Vxy_R_V,Vxy_theta_deg,VB_V
0.950456,0.00276186,5.48365e-05,0.00276281,1.14,-0.00659946,4.57766e-05,0.0065985,179.598,1.48008848
1.781931,0.00275947,6.05586e-05,0.00276043,1.26,-0.00660232,3.24252e-05,0.00660136,179.712,1.48008672
2.786315,0.00275899,6.10356e-05,0.00275947,1.272,-0.00660232,3.24252e-05,0.00660136,179.718,1.48008768
3.886330,0.00275947,6.10356e-05,0.00275995,1.272,-0.00660232,3.24252e-05,0.00660136,179.718,1.48008816
4.650178,0.00275852,6.10356e-05,0.00275947,1.272,-0.00660232,3.24252e-05,0.00660136,179.718,1.48008656
5.658158,0.00275804,6.10356e-05,0.00275899,1.272,-0.00660232,3.24252e-05,0.00660136,179.718,1.48008848
6.667037,0.00275804,6.10356e-05,0.00275899,1.272,-0.00660041,3.14715e-05,0.00659946,179.724,1.47667184
7.668959,0.00275137,6.10356e-05,0.00275184,1.278,-0.00659087,3.14715e-05,0.00658992,179.724,1.47271456
8.677956,0.00274326,6.10356e-05,0.00274374,1.278,-0.00657466,3.14715e-05,0.00657371,179.724,1.46870736
9.687380,0.00273563,6.10356e-05,0.00273611,1.284,-0.00655654,3.05178e-05,0.00655559,179.724,1.46466336
10.697189,0.00272514,6.10356e-05,0.00272562,1.29,-0.00653842,2.9564e-05,0.00653747,179.736,1.460668
11.707377,0.00271274,6.10356e-05,0.0027137,1.296,-0.0065203,2.86103e-05,0.00651935,179.742,1.45665744
12.719234,0.00270368,6.10356e-05,0.00270416,1.302,-0.00650123,2.86103e-05,0.00650027,179.742,1.45262752
13.786329,0.00269176,6.10356e-05,0.00269224,1.302,-0.00648311,2.86103e-05,0.00648215,179.748,1.44840544
14.886155,0.00268079,6.10356e-05,0.00268127,1.308,-0.00646499,2.76567e-05,0.00646403,179.754,1.44403232
16.197567,0.00266983,6.10356e-05,0.0026703,1.314,-0.00644687,2.57493e-05,0.00644591,179.766,1.43884112
16.758770,0.00265886,6.10356e-05,0.00265981,1.32,-0.00642779,2.57493e-05,0.00642684,179.76,1.43659136
17.767981,0.00264503,6.10356e-05,0.00264551,1.326,-0.00640967,2.47956e-05,0.00640872,179.772,1.43259728
18.777712,0.00263549,6.10356e-05,0.00263597,1.332,-0.00639156,2.47956e-05,0.0063906,179.772,1.42859984
51.473491,0.00213386,5.9128e-05,0.00213481,1.59,-0.00580791,1.90736e-06,0.00580695,179.976,1.29877792
52.481202,0.00211574,5.9128e-05,0.0021167,1.608,-0.00578979,1.90736e-06,0.00578883,179.976,1.29476448
53.483946,0.00209524,5.86512e-05,0.00209619,1.614,-0.00577167,1.90736e-06,0.00577071,179.982,1.29080664
