t_s,Vxx_X_V,Vxx_Y_V,Vxx_R_V,Vxx_theta_deg,Vxy_X_V,Vxy_Y_V,Vxy_R_V,Vxy_theta_deg,VB_V
0.977851,0.000593666,4.29156e-06,0.000593666,0.42,-1.90736e-06,2.86104e-06,2.86104e-06,111.804,-0.000387654752
1.493850,0.000592712,6.19891e-06,0.000592712,0.642,0.0,9.53682e-07,9.53682e-07,63.438,-0.000386084928
1.899362,0.000592712,6.67575e-06,0.000592712,0.678,0.0,0.0,0.0,90.0,-0.000385935968
2.415762,0.000592235,7.15259e-06,0.000592235,0.708,0.0,0.0,0.0,90.0,-0.000386291136
2.816812,0.000592712,7.15259e-06,0.000592712,0.708,0.0,0.0,0.0,90.0,-0.000385787008
3.333176,0.000593189,7.15259e-06,0.000593189,0.708,0.0,0.0,0.0,90.0,-0.000387586016
3.761327,0.000593189,7.15259e-06,0.000593189,0.708,-9.53682e-07,1.90736e-06,1.90736e-06,108.432,-0.00038718496
4.417769,0.000593189,7.15259e-06,0.000593189,0.708,-9.53682e-07,2.86104e-06,2.86104e-06,101.31,-0.000387219328
5.572750,0.000592712,7.15259e-06,0.000592712,0.708,1.04905e-05,-2.86104e-06,1.04905e-05,-10.008,-0.000385088
6.088671,0.000593189,7.15259e-06,0.000593189,0.708,3.81473e-06,6.67575e-06,8.58313e-06,61.392,-0.000385282784
6.617411,0.000593189,7.15259e-06,0.000593189,0.708,1.90736e-06,4.7684e-06,5.72208e-06,63.438,-0.000386474528
7.002378,0.000593189,7.15259e-06,0.000593189,0.708,9.53682e-07,1.90736e-06,1.90736e-06,56.31,-0.00038721936
7.400809,0.000593189,7.15259e-06,0.000593189,0.708,-3.62399e-05,5.14986e-05,6.2943e-05,124.698,-0.000386875616
7.916870,0.000593189,7.15259e-06,0.000593189,0.708,4.57766e-05,6.5804e-05,8.01091e-05,54.738,-0.000388204832
8.324581,0.000593189,7.15259e-06,0.000593189,0.708,0.000114441,1.90736e-06,0.000114441,1.326,-0.000387207936
8.841002,0.000593189,7.15259e-06,0.000593189,0.708,-5.72208e-06,3.24252e-05,3.24252e-05,99.27,-0.000386669344
9.254566,0.000593189,7.15259e-06,0.000593189,0.708,-4.57766e-05,1.04905e-05,4.57766e-05,165.966,-0.00038601616
9.917758,0.000592712,7.15259e-06,0.000592712,0.708,7.62944e-05,0.0,7.62944e-05,0.498,-0.000384984832
10.326579,0.000592712,7.15259e-06,0.000592712,0.708,3.24252e-05,-7.62945e-06,3.24252e-05,-12.654,-0.000386531808
11.228979,0.000593189,7.15259e-06,0.000593189,0.708,1.33515e-05,-3.81473e-06,1.43052e-05,-13.392,-0.00038736832
11.649602,0.000593189,7.15259e-06,0.000593189,0.708,-0.00020218,1.90736e-05,0.00020218,174.348,-0.000387723584
12.166158,0.000593189,7.15259e-06,0.000593189,0.708,-7.82018e-05,-7.05724e-05,0.000103951,-138.096,-0.000388949664
12.587576,0.000592712,7.15259e-06,0.000592712,0.708,2.57493e-05,7.91554e-05,8.39238e-05,71.424,-0.000389545536
13.217775,0.000592712,7.15259e-06,0.000592712,0.708,3.24252e-05,4.19619e-05,5.24523e-05,52.122,-0.000389419456
13.630673,0.000592712,7.15259e-06,0.000592712,0.708,-2.86104e-06,3.71935e-05,3.71935e-05,94.086,-0.00038872048
14.317770,0.000592712,7.15259e-06,0.000592712,0.708,4.7684e-06,9.5368e-06,1.04905e-05,61.926,-0.000388709024
14.747694,0.000592235,7.15259e-06,0.000592235,0.708,1.90736e-06,1.90736e-06,2.86104e-06,36.87,-0.000390003872
15.417777,0.000592712,7.15259e-06,0.000592712,0.708,0.0,1.90736e-06,1.90736e-06,71.568,-0.000390748704
15.818695,0.000592712,7.15259e-06,0.000592712,0.708,0.0,9.53682e-07,9.53682e-07,90.0,-0.000390301824
16.728981,0.000593189,7.15259e-06,0.000593189,0.708,0.0,9.53682e-07,9.53682e-07,90.0,-0.000388892384
17.133202,0.000593189,7.15259e-06,0.000593189,0.708,0.0,9.53682e-07,9.53682e-07,90.0,-0.00038920176
17.649358,0.000593189,7.15259e-06,0.000593189,0.708,0.0,9.53682e-07,9.53682e-07,90.0,-0.000388376672
18.131980,0.000593189,7.15259e-06,0.000593189,0.708,0.0,9.53682e-07,9.53682e-07,90.0,-0.000390061184
18.717788,0.000593189,7.15259e-06,0.000593189,0.708,0.0,9.53682e-07,9.53682e-07,63.438,-0.000388766336
19.125807,0.000593189,7.15259e-06,0.000593189,0.708,0.0,9.53682e-07,9.53682e-07,90.0,-0.000389121568
19.817801,0.000593189,7.15259e-06,0.000593189,0.708,0.0,9.53682e-07,9.53682e-07,90.0,-0.000389843488
20.231604,0.000593666,7.15259e-06,0.000593666,0.708,0.0,9.53682e-07,9.53682e-07,90.0,-0.000389751808
20.917784,0.000593189,7.15259e-06,0.000593189,0.708,0.0,9.53682e-07,9.53682e-07,90.0,-0.00038896112
21.337131,0.000592712,7.15259e-06,0.000592712,0.708,0.0,9.53682e-07,9.53682e-07,90.0,-0.000387471456
22.228989,0.000592712,7.15259e-06,0.000592712,0.708,0.0,9.53682e-07,9.53682e-07,90.0,-0.00038920176
22.634198,0.000593189,7.15259e-06,0.000593189,0.708,0.0,9.53682e-07,9.53682e-07,63.438,-0.000389545504
23.150462,0.000593666,7.15259e-06,0.000593666,0.708,0.0,9.53682e-07,9.53682e-07,63.438,-0.000387425632
23.546170,0.000594143,7.15259e-06,0.000594143,0.708,0.0,9.53682e-07,9.53682e-07,90.0,-0.000388915264
24.217388,0.000593189,7.15259e-06,0.000593189,0.708,0.0,9.53682e-07,9.53682e-07,63.438,-0.00038857152
24.617534,0.000593189,7.15259e-06,0.000593189,0.708,0.0,9.53682e-07,9.53682e-07,63.438,-0.00038831936
25.317425,0.000593666,7.15259e-06,0.000593666,0.708,0.0,9.53682e-07,9.53682e-07,63.438,-0.000387173504
25.702843,0.000593666,7.15259e-06,0.000593666,0.708,0.0,9.53682e-07,9.53682e-07,63.438,-0.000389705952
26.417794,0.000593666,7.15259e-06,0.000593666,0.708,0.0,9.53682e-07,9.53682e-07,63.438,-0.00038811312
26.829856,0.000593666,7.15259e-06,0.000593666,0.708,0.0,9.53682e-07,9.53682e-07,90.0,-0.000389006944
