t_s,Vxx_X_V,Vxx_Y_V,Vxx_R_V,Vxx_theta_deg,Vxy_X_V,Vxy_Y_V,Vxy_R_V,Vxy_theta_deg,VB_V
1.258101,0.000320436,0.0,0.000320436,0.0,-1.90736e-06,-9.53682e-07,9.53682e-07,-153.438,-0.000385149568
1.773825,0.0030861,-1.14442e-05,0.0030861,-0.186,4.7684e-06,1.04905e-05,1.14442e-05,63.438,-0.000384794272
2.750777,0.0157281,-3.81472e-05,0.0157281,-0.132,1.81199e-05,3.91009e-05,4.38693e-05,64.98,-0.000387189888
3.808100,0.023079,-9.91826e-05,0.023079,-0.24,2.6703e-05,5.6267e-05,6.19893e-05,64.248,-0.00038428992
5.118949,0.0229493,-0.000186921,0.0229493,-0.468,2.6703e-05,5.53133e-05,6.19893e-05,63.984,-0.000383750464
6.007387,0.0203859,-0.000316622,0.0203897,-0.882,2.3842e-05,4.86376e-05,5.53133e-05,63.438,-0.0003846904
6.771506,0.00691226,4.19619e-05,0.00691226,0.36,6.67575e-06,1.43052e-05,1.62126e-05,63.438,-0.000383796352
7.779865,0.0166017,-0.000156404,0.0166017,-0.528,1.90736e-05,3.91009e-05,4.38693e-05,63.048,-0.00038921808
8.791833,0.010315,-7.62944e-05,0.010315,-0.408,1.04905e-05,2.0981e-05,2.3842e-05,63.438,-0.000385045728
10.617079,0.00117112,0.0,0.00117112,0.162,9.53682e-07,1.90736e-06,1.90736e-06,63.438,-0.00038613392
11.505528,0.000102997,3.81473e-06,0.000102997,3.576,0.0,0.0,0.0,0.0,-0.00038440304
12.605154,3.43325e-05,3.81473e-06,3.43325e-05,10.308,0.0,0.0,0.0,0.0,-0.00038459792
13.704755,3.05178e-05,3.81473e-06,3.05178e-05,11.31,0.0,0.0,0.0,0.0,-0.000389056832
14.428023,0.00627521,-0.000106812,0.00627521,-0.942,5.72208e-06,1.23978e-05,1.33515e-05,62.244,-0.000386672672
15.436515,0.000652317,-3.81473e-06,0.000652317,-0.294,0.0,9.53682e-07,9.53682e-07,63.438,-0.00038504496
16.433369,6.8665e-05,3.81473e-06,6.8665e-05,5.442,0.0,0.0,0.0,0.0,-0.000385502656
17.442529,3.05178e-05,3.81473e-06,3.05178e-05,11.31,0.0,0.0,0.0,0.0,-0.000384539808
18.453870,3.05178e-05,3.81473e-06,3.05178e-05,11.31,0.0,0.0,0.0,0.0,-0.000386236224
19.464315,3.05178e-05,3.81473e-06,3.05178e-05,11.31,0.0,0.0,0.0,0.0,-0.00038434496
20.471888,3.05178e-05,3.81473e-06,3.05178e-05,11.31,0.0,0.0,0.0,0.0,-0.000384402272
