t_s,Vxx_X_V,Vxx_Y_V,Vxx_R_V,Vxx_theta_deg,Vxy_X_V,Vxy_Y_V,Vxy_R_V,Vxy_theta_deg,VB_V
0.950927,5.788840000e-04,7.152590000e-06,5.788840000e-04,0.726000,-4.291560000e-06,0.000000000e+00,3.814730000e-06,175.236000,-4.182654720e-04
1.591570,5.774540000e-04,7.152590000e-06,5.774540000e-04,0.726000,-6.198910000e-06,0.000000000e+00,5.722080000e-06,180.000000,-4.149309120e-04
2.600883,5.774540000e-04,7.152590000e-06,5.774540000e-04,0.726000,-6.198910000e-06,0.000000000e+00,5.722080000e-06,180.000000,-4.148850880e-04
3.613472,5.774540000e-04,7.152590000e-06,5.774540000e-04,0.726000,-6.198910000e-06,0.000000000e+00,5.722080000e-06,180.000000,-4.157216000e-04
4.618955,5.779300000e-04,7.152590000e-06,5.779300000e-04,0.726000,-6.675750000e-06,0.000000000e+00,6.198910000e-06,180.000000,-4.166726720e-04
5.630788,5.774540000e-04,7.152590000e-06,5.774540000e-04,0.726000,-6.198910000e-06,0.000000000e+00,5.722080000e-06,180.000000,-4.147246400e-04
6.642107,5.774540000e-04,7.152590000e-06,5.774540000e-04,0.726000,-6.198910000e-06,0.000000000e+00,5.722080000e-06,180.000000,-4.143808640e-04
7.700618,5.774540000e-04,7.152590000e-06,5.774540000e-04,0.726000,-6.198910000e-06,0.000000000e+00,5.722080000e-06,180.000000,-4.130401920e-04
8.800630,5.774540000e-04,7.152590000e-06,5.774540000e-04,0.726000,-6.198910000e-06,0.000000000e+00,5.722080000e-06,180.000000,-4.102097920e-04
10.111816,5.774540000e-04,7.152590000e-06,5.774540000e-04,0.726000,-6.675750000e-06,0.000000000e+00,6.198910000e-06,180.000000,-4.113556800e-04
10.681314,5.774540000e-04,7.152590000e-06,5.774540000e-04,0.726000,-6.675750000e-06,0.000000000e+00,6.198910000e-06,180.000000,-4.100608320e-04
11.689380,5.774540000e-04,7.152590000e-06,5.774540000e-04,0.726000,-6.198910000e-06,0.000000000e+00,5.722080000e-06,180.000000,-4.114015680e-04
12.701907,5.774540000e-04,7.152590000e-06,5.774540000e-04,0.726000,-6.198910000e-06,0.000000000e+00,5.722080000e-06,180.000000,-4.123984320e-04
13.707887,5.774540000e-04,7.152590000e-06,5.774540000e-04,0.726000,-6.198910000e-06,0.000000000e+00,5.722080000e-06,180.000000,-4.110005120e-04
14.718309,5.774540000e-04,7.152590000e-06,5.774540000e-04,0.726000,-6.198910000e-06,0.000000000e+00,5.722080000e-06,180.000000,-4.136360000e-04
15.717762,5.774540000e-04,7.152590000e-06,5.774540000e-04,0.726000,-6.675750000e-06,0.000000000e+00,6.198910000e-06,180.000000,-4.127307520e-04
16.729753,5.774540000e-04,7.152590000e-06,5.774540000e-04,0.726000,-6.675750000e-06,0.000000000e+00,6.198910000e-06,180.000000,-4.113900800e-04
