t_s,Vxx_X_V,Vxx_Y_V,Vxx_R_V,Vxx_theta_deg,Vxy_X_V,Vxy_Y_V,Vxy_R_V,Vxy_theta_deg,VB_V
1.161666,5.840330000e-03,-4.091280000e-04,5.854640000e-03,-4.002000,-1.092200000e-02,3.447550000e-04,1.092150000e-02,178.488000,-2.961270080e+00
1.699960,5.839850000e-03,-4.167580000e-04,5.854640000e-03,-4.080000,-1.092200000e-02,3.051780000e-04,1.092150000e-02,178.662000,-2.961265600e+00
2.718065,5.839380000e-03,-4.177110000e-04,5.854640000e-03,-4.092000,-1.092200000e-02,3.123300000e-04,1.092150000e-02,178.626000,-2.958072960e+00
3.818452,5.837950000e-03,-4.177110000e-04,5.852730000e-03,-4.086000,-1.092200000e-02,-4.081740000e-04,1.092150000e-02,-178.206000,-2.953701440e+00
4.918430,5.833180000e-03,-4.167580000e-04,5.847960000e-03,-4.080000,-1.092200000e-02,-6.070170000e-04,1.092150000e-02,-177.336000,-2.949319040e+00
6.229634,5.830320000e-03,-4.158040000e-04,5.845100000e-03,-4.080000,-1.092200000e-02,-6.923710000e-04,1.092150000e-02,-176.958000,-2.944089920e+00
6.755529,5.826500000e-03,-4.148500000e-04,5.841280000e-03,-4.068000,-1.092200000e-02,-5.526580000e-04,1.092150000e-02,-177.570000,-2.942037760e+00
7.761632,5.822690000e-03,-4.138970000e-04,5.837470000e-03,-4.062000,-1.092200000e-02,-5.264320000e-04,1.092150000e-02,-177.684000,-2.938063680e+00
8.776951,5.818870000e-03,-4.129430000e-04,5.833660000e-03,-4.056000,-1.092200000e-02,-2.994560000e-04,1.092150000e-02,-178.680000,-2.934002880e+00
9.780431,5.815540000e-03,-4.119890000e-04,5.830320000e-03,-4.050000,-1.092200000e-02,-1.535420000e-04,1.092150000e-02,-179.322000,-2.930031360e+00
10.780373,5.812670000e-03,-4.115120000e-04,5.827460000e-03,-4.044000,-1.092200000e-02,-3.528610000e-04,1.092150000e-02,-178.440000,-2.926061440e+00
11.787252,5.808860000e-03,-4.100820000e-04,5.823170000e-03,-4.038000,-1.092200000e-02,-6.399190000e-04,1.092150000e-02,-177.162000,-2.922071040e+00
12.795600,5.804570000e-03,-4.091280000e-04,5.818400000e-03,-4.032000,-1.092200000e-02,-9.088550000e-04,1.092150000e-02,-175.962000,-2.918096320e+00
13.806250,5.800750000e-03,-4.081740000e-04,5.815060000e-03,-4.020000,-1.092200000e-02,-7.352870000e-04,1.092150000e-02,-176.730000,-2.914113600e+00
14.818365,5.796940000e-03,-4.076980000e-04,5.811240000e-03,-4.020000,-1.092200000e-02,-4.210490000e-04,1.092150000e-02,-178.128000,-2.910067840e+00
15.918456,5.793120000e-03,-4.062670000e-04,5.807430000e-03,-4.008000,-1.092200000e-02,-6.914190000e-05,1.092150000e-02,-179.694000,-2.905648960e+00
17.229663,5.790260000e-03,-4.053130000e-04,5.804570000e-03,-4.002000,-1.092200000e-02,-2.508180000e-04,1.092150000e-02,-178.884000,-2.900438080e+00
18.118452,5.785500000e-03,-4.043600000e-04,5.799320000e-03,-3.996000,-1.092200000e-02,-5.216640000e-04,1.092150000e-02,-177.672000,-2.896894720e+00
18.856999,5.782630000e-03,-4.034060000e-04,5.796460000e-03,-3.984000,-1.092200000e-02,-6.523170000e-04,1.092150000e-02,-177.078000,-2.893965440e+00
19.869290,5.778340000e-03,-4.024520000e-04,5.792650000e-03,-3.978000,-1.092200000e-02,-3.523850000e-04,1.092150000e-02,-178.422000,-2.889972480e+00
20.877633,5.774050000e-03,-4.010220000e-04,5.787880000e-03,-3.972000,-1.092200000e-02,-4.630110000e-04,1.092150000e-02,-177.924000,-2.885984320e+00
21.885974,5.770240000e-03,-4.000680000e-04,5.784540000e-03,-3.966000,-1.092200000e-02,-5.040210000e-04,1.092150000e-02,-177.738000,-2.881941440e+00
22.895679,5.767380000e-03,-3.995910000e-04,5.781200000e-03,-3.960000,-1.092200000e-02,-3.333110000e-04,1.092150000e-02,-178.500000,-2.877934720e+00
23.906902,5.763560000e-03,-3.981610000e-04,5.776910000e-03,-3.948000,-1.092200000e-02,-9.107640000e-05,1.092150000e-02,-179.592000,-2.873952640e+00
24.916097,5.759750000e-03,-3.967300000e-04,5.773570000e-03,-3.936000,-1.092200000e-02,-1.521120000e-04,1.092150000e-02,-179.316000,-2.869963520e+00
25.928301,5.755450000e-03,-3.957770000e-04,5.769280000e-03,-3.930000,-1.092200000e-02,-2.145780000e-04,1.092150000e-02,-179.034000,-2.865925440e+00
26.936640,5.751160000e-03,-3.948230000e-04,5.764510000e-03,-3.924000,-1.092200000e-02,-8.535430000e-05,1.092150000e-02,-179.616000,-2.861887040e+00
28.229395,5.747820000e-03,-3.938690000e-04,5.761180000e-03,-3.918000,-1.092200000e-02,1.511580000e-04,1.092150000e-02,179.316000,-2.856810880e+00
29.118507,5.742580000e-03,-3.924390000e-04,5.755930000e-03,-3.906000,-1.092200000e-02,2.512950000e-04,1.092150000e-02,178.860000,-2.853209280e+00
30.218388,5.739240000e-03,-3.910080000e-04,5.752590000e-03,-3.894000,-1.092200000e-02,2.179160000e-04,1.092150000e-02,179.010000,-2.848846400e+00
30.966082,5.734950000e-03,-3.900550000e-04,5.748300000e-03,-3.888000,-1.092200000e-02,-3.242520000e-05,1.092150000e-02,-179.856000,-2.845921280e+00
31.975978,5.731610000e-03,-3.891010000e-04,5.744960000e-03,-3.882000,-1.092200000e-02,-1.964580000e-04,1.092150000e-02,-179.106000,-2.841928960e+00
32.985103,5.726840000e-03,-3.876700000e-04,5.739720000e-03,-3.870000,-1.092200000e-02,-2.141010000e-04,1.092150000e-02,-179.022000,-2.837881280e+00
33.996680,5.722550000e-03,-3.867170000e-04,5.735900000e-03,-3.864000,-1.092200000e-02,-1.029970000e-04,1.092150000e-02,-179.532000,-2.833904960e+00
35.005522,5.717780000e-03,-3.852860000e-04,5.730660000e-03,-3.852000,-1.092200000e-02,-3.957770000e-05,1.092150000e-02,-179.820000,-2.829888320e+00
36.016608,5.714450000e-03,-3.838560000e-04,5.727320000e-03,-3.840000,-1.092200000e-02,7.963230000e-05,1.092150000e-02,179.634000,-2.825896320e+00
37.027697,5.710150000e-03,-3.824250000e-04,5.722550000e-03,-3.828000,-1.092200000e-02,-1.049050000e-05,1.092150000e-02,-179.952000,-2.821961600e+00
38.037512,5.705860000e-03,-3.809950000e-04,5.718260000e-03,-3.822000,-1.092200000e-02,-1.311310000e-04,1.092150000e-02,-179.400000,-2.817887360e+00
39.229718,5.701090000e-03,-3.800410000e-04,5.713970000e-03,-3.810000,-1.092200000e-02,-9.203000000e-05,1.092150000e-02,-179.580000,-2.813119360e+00
40.118513,5.696330000e-03,-3.786110000e-04,5.709200000e-03,-3.798000,-1.092200000e-02,-5.140340000e-04,1.092150000e-02,-177.630000,-2.809651840e+00
41.218509,5.692510000e-03,-3.771800000e-04,5.704910000e-03,-3.792000,-1.092200000e-02,-6.833110000e-04,1.092150000e-02,-176.844000,-2.805208640e+00
42.318531,5.687270000e-03,-3.757500000e-04,5.699190000e-03,-3.780000,-1.092200000e-02,-2.284060000e-04,1.092150000e-02,-178.944000,-2.800866880e+00
43.083861,5.682020000e-03,-3.743190000e-04,5.694420000e-03,-3.768000,-1.092200000e-02,7.772490000e-05,1.092150000e-02,179.640000,-2.797886400e+00
44.096071,5.677250000e-03,-3.728890000e-04,5.689650000e-03,-3.756000,-1.092200000e-02,1.964580000e-04,1.092150000e-02,179.088000,-2.793781440e+00
45.104950,5.672480000e-03,-3.714580000e-04,5.684410000e-03,-3.744000,-1.092200000e-02,2.355580000e-04,1.092150000e-02,178.902000,-2.789761600e+00
46.116563,5.667240000e-03,-3.700270000e-04,5.679640000e-03,-3.732000,-1.092200000e-02,2.498650000e-04,1.092150000e-02,178.836000,-2.785793600e+00
47.117777,5.662470000e-03,-3.681200000e-04,5.674390000e-03,-3.720000,-1.092200000e-02,2.541560000e-04,1.092150000e-02,178.812000,-2.781786240e+00
48.127214,5.655320000e-03,-3.666900000e-04,5.667240000e-03,-3.708000,-1.092200000e-02,2.546330000e-04,1.092150000e-02,178.812000,-2.777785600e+00
49.136611,5.650550000e-03,-3.647820000e-04,5.661990000e-03,-3.690000,-1.092200000e-02,2.536790000e-04,1.092150000e-02,178.812000,-2.773832640e+00
50.229758,5.645300000e-03,-3.633520000e-04,5.656750000e-03,-3.678000,-1.092200000e-02,2.522490000e-04,1.092150000e-02,178.818000,-2.769425920e+00
51.155136,5.639580000e-03,-3.614440000e-04,5.651030000e-03,-3.666000,-1.092200000e-02,2.498650000e-04,1.092150000e-02,178.824000,-2.765743680e+00
52.218820,5.634340000e-03,-3.600140000e-04,5.645780000e-03,-3.654000,-1.092200000e-02,2.484340000e-04,1.092150000e-02,178.830000,-2.761520320e+00
53.318536,5.628140000e-03,-3.581070000e-04,5.639580000e-03,-3.636000,-1.092200000e-02,2.470040000e-04,1.092150000e-02,178.836000,-2.757155200e+00
54.418459,5.620990000e-03,-3.557220000e-04,5.631950000e-03,-3.618000,-1.092200000e-02,2.450960000e-04,1.092150000e-02,178.842000,-2.752772160e+00
55.187219,5.614310000e-03,-3.538150000e-04,5.625280000e-03,-3.606000,-1.092200000e-02,2.427110000e-04,1.092150000e-02,178.854000,-2.749762240e+00
56.197785,5.607630000e-03,-3.523850000e-04,5.618600000e-03,-3.594000,-1.092200000e-02,2.408040000e-04,1.092150000e-02,178.860000,-2.745727680e+00
57.207759,5.600010000e-03,-3.500000000e-04,5.610970000e-03,-3.570000,-1.092200000e-02,2.388960000e-04,1.092150000e-02,178.866000,-2.741726400e+00
58.207514,5.592380000e-03,-3.476160000e-04,5.602870000e-03,-3.552000,-1.092200000e-02,2.365120000e-04,1.092150000e-02,178.878000,-2.737765440e+00
59.216549,5.585220000e-03,-3.452320000e-04,5.595710000e-03,-3.540000,-1.092200000e-02,2.346050000e-04,1.092150000e-02,178.884000,-2.733774720e+00
60.226701,5.576640000e-03,-3.433250000e-04,5.587610000e-03,-3.516000,-1.092200000e-02,2.322210000e-04,1.092150000e-02,178.896000,-2.729777600e+00
61.236602,5.569960000e-03,-3.409400000e-04,5.579980000e-03,-3.498000,-1.092200000e-02,2.312670000e-04,1.092150000e-02,178.896000,-2.725801280e+00
62.245523,5.560900000e-03,-3.380790000e-04,5.570920000e-03,-3.480000,-1.092200000e-02,2.274520000e-04,1.092150000e-02,178.914000,-2.721780160e+00
63.255991,5.551370000e-03,-3.356950000e-04,5.561380000e-03,-3.456000,-1.092200000e-02,2.245910000e-04,1.092150000e-02,178.926000,-2.717706560e+00
64.318592,5.542310000e-03,-3.333110000e-04,5.552320000e-03,-3.438000,-1.092200000e-02,1.888280000e-04,1.092150000e-02,179.094000,-2.713488000e+00
65.418561,5.532290000e-03,-3.304500000e-04,5.541830000e-03,-3.414000,-1.092200000e-02,1.368530000e-04,1.092150000e-02,179.340000,-2.709126400e+00
66.729813,5.522760000e-03,-3.271120000e-04,5.532290000e-03,-3.390000,-1.092200000e-02,1.759540000e-04,1.092150000e-02,179.154000,-2.704000640e+00
67.297231,5.511310000e-03,-3.242510000e-04,5.521330000e-03,-3.366000,-1.092200000e-02,2.036100000e-04,1.092150000e-02,179.016000,-2.701686720e+00
68.306665,5.500820000e-03,-3.209130000e-04,5.509880000e-03,-3.336000,-1.092200000e-02,2.107630000e-04,1.092150000e-02,178.980000,-2.697701120e+00
69.315687,5.488900000e-03,-3.175750000e-04,5.497960000e-03,-3.306000,-1.092200000e-02,2.102860000e-04,1.092150000e-02,178.986000,-2.693665600e+00
70.327415,5.476500000e-03,-3.137610000e-04,5.485560000e-03,-3.276000,-1.092200000e-02,2.079020000e-04,1.092150000e-02,178.992000,-2.689651520e+00
71.336410,5.464580000e-03,-3.104230000e-04,5.473640000e-03,-3.252000,-1.092200000e-02,2.055180000e-04,1.092150000e-02,179.004000,-2.685665920e+00
72.346029,5.451230000e-03,-3.066080000e-04,5.460290000e-03,-3.216000,-1.092200000e-02,2.026570000e-04,1.092150000e-02,179.016000,-2.681692160e+00
73.354622,5.436450000e-03,-3.023170000e-04,5.444560000e-03,-3.180000,-1.092200000e-02,1.978880000e-04,1.092150000e-02,179.040000,-2.677673120e+00
74.364768,5.421190000e-03,-2.980250000e-04,5.429300000e-03,-3.144000,-1.092200000e-02,1.950270000e-04,1.092150000e-02,179.046000,-2.673618080e+00
75.374223,5.404030000e-03,-2.932570000e-04,5.412130000e-03,-3.102000,-1.092200000e-02,1.912130000e-04,1.092150000e-02,179.064000,-2.669616960e+00
76.418290,5.388290000e-03,-2.880120000e-04,5.395920000e-03,-3.060000,-1.092200000e-02,1.869210000e-04,1.092150000e-02,179.082000,-2.665480800e+00
77.729801,5.369220000e-03,-2.827660000e-04,5.376850000e-03,-3.012000,-1.092200000e-02,1.826300000e-04,1.092150000e-02,179.106000,-2.660253760e+00
78.618608,5.350620000e-03,-2.779980000e-04,5.358250000e-03,-2.970000,-1.092200000e-02,1.783380000e-04,1.092150000e-02,179.124000,-2.656834080e+00
79.718610,5.329640000e-03,-2.717990000e-04,5.336310000e-03,-2.916000,-1.092200000e-02,1.745230000e-04,1.092150000e-02,179.142000,-2.652388800e+00
80.416766,5.307230000e-03,-2.660770000e-04,5.313900000e-03,-2.868000,-1.092200000e-02,1.692780000e-04,1.092150000e-02,179.166000,-2.649609760e+00
81.426434,5.282430000e-03,-2.594010000e-04,5.288630000e-03,-2.808000,-1.092200000e-02,1.649870000e-04,1.092150000e-02,179.184000,-2.645652960e+00
82.435318,5.255730000e-03,-2.527260000e-04,5.261930000e-03,-2.754000,-1.092200000e-02,1.583110000e-04,1.092150000e-02,179.214000,-2.641620000e+00
83.447132,5.228550000e-03,-2.460500000e-04,5.234270000e-03,-2.694000,-1.092200000e-02,1.530660000e-04,1.092150000e-02,179.238000,-2.637625280e+00
84.455804,5.199460000e-03,-2.388960000e-04,5.204710000e-03,-2.628000,-1.092200000e-02,1.478200000e-04,1.092150000e-02,179.268000,-2.633710560e+00
85.465651,5.169420000e-03,-2.317440000e-04,5.174670000e-03,-2.562000,-1.092200000e-02,1.425750000e-04,1.092150000e-02,179.292000,-2.629617920e+00
86.475123,5.134140000e-03,-2.241140000e-04,5.138900000e-03,-2.496000,-1.092200000e-02,1.363760000e-04,1.092150000e-02,179.322000,-2.625590400e+00
87.476819,5.096470000e-03,-2.160080000e-04,5.101230000e-03,-2.424000,-1.092200000e-02,1.297010000e-04,1.092150000e-02,179.352000,-2.621666720e+00
88.729838,5.057360000e-03,-2.079020000e-04,5.061660000e-03,-2.352000,-1.092200000e-02,1.239790000e-04,1.092150000e-02,179.382000,-2.616613600e+00
89.618600,5.016360000e-03,-1.997960000e-04,5.020170000e-03,-2.280000,-1.092200000e-02,1.182560000e-04,1.092150000e-02,179.406000,-2.613090560e+00
90.718530,4.970580000e-03,-1.916890000e-04,4.974400000e-03,-2.202000,-1.092200000e-02,1.115800000e-04,1.092150000e-02,179.442000,-2.608756800e+00
91.818637,4.921940000e-03,-1.831060000e-04,4.925280000e-03,-2.130000,-1.092200000e-02,1.058580000e-04,1.092150000e-02,179.466000,-2.604366560e+00
92.524960,4.870440000e-03,-1.750000000e-04,4.873310000e-03,-2.052000,-1.092200000e-02,9.870580000e-05,1.092150000e-02,179.502000,-2.601527200e+00
93.536155,4.815610000e-03,-1.664170000e-04,4.818470000e-03,-1.980000,-1.092200000e-02,9.155320000e-05,1.092150000e-02,179.538000,-2.597558080e+00
94.545195,4.756000000e-03,-1.587880000e-04,4.758390000e-03,-1.908000,-1.092200000e-02,8.583120000e-05,1.092150000e-02,179.568000,-2.593521280e+00
95.554550,4.693540000e-03,-1.506810000e-04,4.695920000e-03,-1.836000,-1.092200000e-02,7.867860000e-05,1.092150000e-02,179.598000,-2.589534720e+00
96.566393,4.627260000e-03,-1.425750000e-04,4.629640000e-03,-1.764000,-1.092200000e-02,7.295660000e-05,1.092150000e-02,179.628000,-2.585545120e+00
97.573160,4.557640000e-03,-1.349460000e-04,4.559550000e-03,-1.692000,-1.092200000e-02,6.723450000e-05,1.092150000e-02,179.658000,-2.581503680e+00
98.586501,4.481820000e-03,-1.273160000e-04,4.483730000e-03,-1.620000,-1.092200000e-02,6.008170000e-05,1.092150000e-02,179.694000,-2.577473600e+00
99.729866,4.402190000e-03,-1.201630000e-04,4.403620000e-03,-1.560000,-1.092200000e-02,5.531330000e-05,1.092150000e-02,179.718000,-2.572920960e+00
100.618673,4.319700000e-03,-1.134880000e-04,4.320650000e-03,-1.500000,-1.092200000e-02,4.911450000e-05,1.092150000e-02,179.748000,-2.569373440e+00
101.718793,4.232440000e-03,-1.068120000e-04,4.233870000e-03,-1.440000,-1.092200000e-02,4.434610000e-05,1.092150000e-02,179.772000,-2.565019200e+00
102.818669,4.142790000e-03,-1.006130000e-04,4.144220000e-03,-1.386000,-1.092200000e-02,3.862400000e-05,1.092150000e-02,179.802000,-2.560670880e+00
103.918664,4.049330000e-03,-9.489110000e-05,4.050760000e-03,-1.338000,-1.092200000e-02,3.385570000e-05,1.092150000e-02,179.820000,-2.556305120e+00
104.636867,3.952060000e-03,-8.916900000e-05,3.953010000e-03,-1.290000,-1.092200000e-02,2.861030000e-05,1.092150000e-02,179.850000,-2.553437920e+00
105.644480,3.851910000e-03,-8.344700000e-05,3.852380000e-03,-1.242000,-1.092200000e-02,2.384200000e-05,1.092150000e-02,179.874000,-2.549461120e+00
106.661407,3.747950000e-03,-7.867860000e-05,3.748430000e-03,-1.200000,-1.092200000e-02,1.859680000e-05,1.092150000e-02,179.904000,-2.545440640e+00
107.663185,3.643050000e-03,-7.343340000e-05,3.644000000e-03,-1.152000,-1.092200000e-02,1.478200000e-05,1.092150000e-02,179.922000,-2.541463680e+00
108.674798,3.535760000e-03,-6.866500000e-05,3.536720000e-03,-1.104000,-1.092200000e-02,9.536800000e-06,1.092150000e-02,179.952000,-2.537484000e+00
109.686223,3.426570000e-03,-6.389660000e-05,3.427040000e-03,-1.062000,-1.092200000e-02,4.291560000e-06,1.092150000e-02,179.976000,-2.533461600e+00
110.729916,3.314030000e-03,-5.912800000e-05,3.314510000e-03,-1.020000,-1.092200000e-02,4.768410000e-07,1.092150000e-02,179.994000,-2.529263680e+00
111.704731,3.200070000e-03,-5.435970000e-05,3.200070000e-03,-0.972000,-1.091300000e-02,-4.291560000e-06,1.091250000e-02,-179.982000,-2.525374240e+00
112.718733,3.085630000e-03,-5.006810000e-05,3.086100000e-03,-0.930000,-1.089340000e-02,-9.536800000e-06,1.089290000e-02,-179.952000,-2.521387040e+00
113.818731,2.968800000e-03,-4.577660000e-05,2.968800000e-03,-0.882000,-1.087390000e-02,-1.335150000e-05,1.087340000e-02,-179.934000,-2.517009920e+00
114.918461,2.849590000e-03,-4.148510000e-05,2.850070000e-03,-0.828000,-1.085570000e-02,-1.859680000e-05,1.085530000e-02,-179.904000,-2.512652800e+00
116.229881,2.729430000e-03,-3.719350000e-05,2.729430000e-03,-0.774000,-1.083950000e-02,-2.288830000e-05,1.083900000e-02,-179.880000,-2.507401760e+00
116.743916,2.606410000e-03,-3.337880000e-05,2.606880000e-03,-0.726000,-1.082570000e-02,-2.765670000e-05,1.082520000e-02,-179.856000,-2.505385600e+00
117.745113,2.483380000e-03,-2.908720000e-05,2.483860000e-03,-0.672000,-1.081330000e-02,-3.194830000e-05,1.081280000e-02,-179.832000,-2.501401920e+00
118.756742,2.357500000e-03,-2.527250000e-05,2.357500000e-03,-0.606000,-1.080280000e-02,-3.862400000e-05,1.080230000e-02,-179.796000,-2.497394560e+00
