t_s,Vxx_X_V,Vxx_Y_V,Vxx_R_V,Vxx_theta_deg,Vxy_X_V,Vxy_Y_V,Vxy_R_V,Vxy_theta_deg,VB_V
0.951088,7.775340000e-03,-2.746600000e-04,7.780100000e-03,-2.022000,1.150520000e-02,-1.718530000e-03,1.163110000e-02,-8.490000,3.700840000e+00
1.746829,7.785830000e-03,-2.756140000e-04,7.790600000e-03,-2.022000,6.603270000e-03,-1.708040000e-03,6.820710000e-03,-14.502000,3.700558720e+00
2.755985,7.785830000e-03,-2.756140000e-04,7.790600000e-03,-2.022000,1.264670000e-02,-3.659260000e-03,1.316550000e-02,-16.134000,3.696579520e+00
3.765025,7.780100000e-03,-2.756140000e-04,7.784870000e-03,-2.028000,1.406100000e-02,-1.070980000e-03,1.410110000e-02,-4.356000,3.692565120e+00
4.767426,7.774380000e-03,-2.746600000e-04,7.779150000e-03,-2.022000,9.005610000e-03,-1.696590000e-03,9.163920000e-03,-10.662000,3.688599360e+00
7.779656,7.752450000e-03,-2.737060000e-04,7.757220000e-03,-2.016000,1.484400000e-02,4.386920000e-04,1.485160000e-02,1.692000,3.676638400e+00
8.968812,7.744820000e-03,-2.727530000e-04,7.749590000e-03,-2.016000,1.527220000e-02,-5.693470000e-04,1.528360000e-02,-2.130000,3.671896320e+00
9.857444,7.738140000e-03,-2.727530000e-04,7.741960000e-03,-2.010000,1.612100000e-02,5.168950000e-04,1.612960000e-02,1.836000,3.668373120e+00
10.957445,7.730510000e-03,-2.727530000e-04,7.735280000e-03,-2.016000,1.620500000e-02,1.811990000e-05,1.620500000e-02,0.066000,3.664007040e+00
12.057468,7.722880000e-03,-2.717990000e-04,7.727650000e-03,-2.010000,1.619060000e-02,-3.576300000e-04,1.619450000e-02,-1.266000,3.659644160e+00
12.826884,7.715260000e-03,-2.708450000e-04,7.720020000e-03,-2.010000,1.616970000e-02,-5.302470000e-04,1.617830000e-02,-1.878000,3.656590720e+00
13.836039,7.708580000e-03,-2.708450000e-04,7.713350000e-03,-2.004000,1.614960000e-02,-5.941430000e-04,1.616010000e-02,-2.106000,3.652600000e+00
14.847647,7.701900000e-03,-2.708450000e-04,7.706670000e-03,-2.004000,1.613150000e-02,-6.208460000e-04,1.614300000e-02,-2.202000,3.648560960e+00
15.857166,7.694270000e-03,-2.698920000e-04,7.699040000e-03,-2.004000,1.611340000e-02,-6.341970000e-04,1.612580000e-02,-2.250000,3.644563520e+00
16.868235,7.686640000e-03,-2.689380000e-04,7.691410000e-03,-1.998000,1.609620000e-02,-6.341970000e-04,1.610860000e-02,-2.250000,3.640557120e+00
17.877789,7.679970000e-03,-2.689380000e-04,7.684740000e-03,-2.004000,1.607720000e-02,-6.294290000e-04,1.608960000e-02,-2.238000,3.636551360e+00
