t_s,Vxx_X_V,Vxx_Y_V,Vxx_R_V,Vxx_theta_deg,Vxy_X_V,Vxy_Y_V,Vxy_R_V,Vxy_theta_deg,VB_V
0.950377,5.765000000e-04,7.629450000e-06,5.765000000e-04,0.792000,-8.106290000e-06,1.430520000e-06,7.629450000e-06,167.736000,-4.029328000e-04
1.601626,5.750690000e-04,7.152590000e-06,5.750690000e-04,0.732000,-6.675750000e-06,0.000000000e+00,6.198910000e-06,176.988000,-4.019244160e-04
2.607200,5.750690000e-04,7.152590000e-06,5.750690000e-04,0.732000,-6.675750000e-06,0.000000000e+00,6.198910000e-06,176.988000,-4.025775680e-04
3.617494,5.750690000e-04,7.152590000e-06,5.750690000e-04,0.732000,-6.198910000e-06,0.000000000e+00,5.722080000e-06,176.820000,1.470275360e-03
4.653001,5.750690000e-04,7.152590000e-06,5.750690000e-04,0.732000,0.000000000e+00,0.000000000e+00,0.000000000e+00,45.000000,5.610894720e-03
5.640697,5.755460000e-04,7.152590000e-06,5.755460000e-04,0.732000,1.478200000e-05,-4.768410000e-07,1.478200000e-05,-1.272000,9.545630080e-03
6.649550,5.755460000e-04,7.152590000e-06,5.755460000e-04,0.732000,3.242520000e-05,-9.536820000e-07,3.242520000e-05,-1.170000,1.356282240e-02
7.741911,5.745930000e-04,7.152590000e-06,5.745930000e-04,0.732000,5.054500000e-05,-4.768410000e-07,5.054500000e-05,-0.378000,1.789896640e-02
8.841988,5.731620000e-04,7.152590000e-06,5.731620000e-04,0.732000,6.818820000e-05,-9.536820000e-07,6.818820000e-05,-0.558000,2.227701760e-02
10.153081,5.717310000e-04,7.152590000e-06,5.717310000e-04,0.732000,8.630800000e-05,-1.430520000e-06,8.630800000e-05,-0.660000,2.747844480e-02
10.680546,5.698240000e-04,7.152590000e-06,5.698240000e-04,0.738000,1.044280000e-04,-9.536820000e-07,1.044280000e-04,-0.366000,2.956540800e-02
11.686028,5.674400000e-04,7.152590000e-06,5.674400000e-04,0.744000,1.225480000e-04,0.000000000e+00,1.225480000e-04,0.156000,3.358578880e-02
12.702030,5.655330000e-04,7.152590000e-06,5.655330000e-04,0.744000,1.406680000e-04,9.536820000e-07,1.406680000e-04,0.540000,3.760863680e-02
13.710713,5.631480000e-04,7.152590000e-06,5.631480000e-04,0.744000,1.587880000e-04,2.861040000e-06,1.587880000e-04,1.080000,4.158282240e-02
14.717230,5.612410000e-04,7.152590000e-06,5.612410000e-04,0.750000,1.769080000e-04,4.291560000e-06,1.769080000e-04,1.512000,4.560350080e-02
15.720787,5.588570000e-04,7.152590000e-06,5.588570000e-04,0.750000,1.945500000e-04,4.768400000e-06,1.945500000e-04,1.470000,4.958408960e-02
16.729808,5.574260000e-04,7.152590000e-06,5.574260000e-04,0.756000,2.126700000e-04,5.245240000e-06,2.126700000e-04,1.434000,5.357838080e-02
17.741163,5.555190000e-04,7.152590000e-06,5.555190000e-04,0.756000,2.307900000e-04,4.768400000e-06,2.307900000e-04,1.242000,5.764440320e-02
18.750906,5.536120000e-04,7.152590000e-06,5.536120000e-04,0.762000,2.489110000e-04,4.291560000e-06,2.489110000e-04,1.074000,6.165710080e-02
19.841878,5.526580000e-04,7.152590000e-06,5.526580000e-04,0.762000,2.670310000e-04,4.291560000e-06,2.670310000e-04,0.930000,6.598867200e-02
21.153140,5.512270000e-04,6.675750000e-06,5.512270000e-04,0.726000,2.856270000e-04,3.814730000e-06,2.856270000e-04,0.804000,7.112286080e-02
22.041929,5.502740000e-04,7.152590000e-06,5.502740000e-04,0.762000,3.032700000e-04,4.291560000e-06,3.032700000e-04,0.816000,7.470432640e-02
22.779949,5.488430000e-04,6.675750000e-06,5.488430000e-04,0.732000,3.213900000e-04,4.291560000e-06,3.213900000e-04,0.834000,7.763091200e-02
23.793030,5.483660000e-04,6.675750000e-06,5.483660000e-04,0.732000,3.395100000e-04,5.245240000e-06,3.395100000e-04,0.900000,8.164391040e-02
24.790738,5.474130000e-04,6.675750000e-06,5.474130000e-04,0.732000,3.576300000e-04,5.722080000e-06,3.576300000e-04,0.960000,8.559900800e-02
25.802737,5.469360000e-04,6.675750000e-06,5.469360000e-04,0.732000,3.752730000e-04,6.198910000e-06,3.752730000e-04,0.966000,8.962641280e-02
26.812508,5.464590000e-04,6.675750000e-06,5.464590000e-04,0.732000,3.933930000e-04,6.675750000e-06,3.933930000e-04,1.020000,9.359208960e-02
27.825348,5.459820000e-04,6.675750000e-06,5.459820000e-04,0.732000,4.115120000e-04,8.583130000e-06,4.115120000e-04,1.206000,9.760563200e-02
28.833341,5.459820000e-04,6.675750000e-06,5.459820000e-04,0.732000,4.296320000e-04,9.536800000e-06,4.296320000e-04,1.332000,1.016553280e-01
29.839095,5.455050000e-04,6.675750000e-06,5.455050000e-04,0.732000,4.472750000e-04,1.096730000e-05,4.472750000e-04,1.410000,1.056466720e-01
30.851295,5.455050000e-04,6.675750000e-06,5.455050000e-04,0.732000,4.653950000e-04,1.192100000e-05,4.653950000e-04,1.476000,1.096681520e-01
32.153140,5.455050000e-04,6.675750000e-06,5.455050000e-04,0.732000,4.835150000e-04,1.192100000e-05,4.835150000e-04,1.458000,1.148516320e-01
33.041599,5.455050000e-04,6.675750000e-06,5.455050000e-04,0.732000,5.016360000e-04,1.287470000e-05,5.021130000e-04,1.524000,1.183121440e-01
34.141955,5.459820000e-04,6.675750000e-06,5.459820000e-04,0.732000,5.197560000e-04,1.335150000e-05,5.202330000e-04,1.506000,1.227283680e-01
34.885470,5.459820000e-04,6.675750000e-06,5.459820000e-04,0.732000,5.378760000e-04,1.525890000e-05,5.378760000e-04,1.668000,1.257007280e-01
35.896158,5.464590000e-04,6.675750000e-06,5.464590000e-04,0.732000,5.555190000e-04,1.764310000e-05,5.559960000e-04,1.854000,1.296622640e-01
36.905340,5.469360000e-04,6.675750000e-06,5.469360000e-04,0.732000,5.688700000e-04,-1.239780000e-05,5.688700000e-04,-1.206000,1.337257520e-01
37.913654,5.478900000e-04,6.675750000e-06,5.478900000e-04,0.732000,5.822220000e-04,4.291560000e-06,5.822220000e-04,0.456000,1.376997600e-01
38.923757,5.478900000e-04,6.675750000e-06,5.478900000e-04,0.732000,6.089250000e-04,2.384200000e-05,6.089250000e-04,2.256000,1.416455520e-01
39.936282,5.488430000e-04,6.675750000e-06,5.488430000e-04,0.732000,6.251370000e-04,9.536800000e-06,6.251370000e-04,0.918000,1.457479680e-01
40.944777,5.493200000e-04,6.675750000e-06,5.493200000e-04,0.732000,6.408730000e-04,1.859680000e-05,6.408730000e-04,1.668000,1.497669120e-01
41.957381,5.497970000e-04,6.675750000e-06,5.497970000e-04,0.732000,6.618540000e-04,1.049050000e-05,6.618540000e-04,0.924000,1.537400480e-01
43.153174,5.502740000e-04,6.675750000e-06,5.502740000e-04,0.726000,6.766360000e-04,-2.670300000e-05,6.775890000e-04,-2.226000,1.585284320e-01
44.041972,5.512270000e-04,6.675750000e-06,5.512270000e-04,0.726000,6.914180000e-04,-2.384200000e-05,6.918940000e-04,-1.956000,1.620499840e-01
45.141973,5.517040000e-04,6.675750000e-06,5.517040000e-04,0.726000,7.019080000e-04,-6.008170000e-05,7.047690000e-04,-4.884000,1.663824800e-01
46.241977,5.521810000e-04,7.152590000e-06,5.521810000e-04,0.762000,7.243190000e-04,-6.437350000e-05,7.271800000e-04,-5.076000,1.707516800e-01
47.005882,5.526580000e-04,6.675750000e-06,5.526580000e-04,0.726000,7.329020000e-04,-7.724810000e-05,7.371940000e-04,-5.994000,1.737955200e-01
48.013776,5.536120000e-04,6.675750000e-06,5.536120000e-04,0.726000,7.619900000e-04,1.859680000e-05,7.624660000e-04,1.404000,1.777869760e-01
49.026278,5.540890000e-04,7.152590000e-06,5.540890000e-04,0.756000,7.724800000e-04,-6.246610000e-05,7.748640000e-04,-4.590000,1.818023680e-01
50.039774,5.550420000e-04,7.152590000e-06,5.550420000e-04,0.756000,7.839240000e-04,-7.391020000e-05,7.872620000e-04,-5.364000,1.857949600e-01
51.044981,5.555190000e-04,7.152590000e-06,5.555190000e-04,0.756000,8.072890000e-04,-4.673030000e-05,8.087200000e-04,-3.306000,1.897668160e-01
52.056502,5.564730000e-04,7.152590000e-06,5.564730000e-04,0.756000,8.378070000e-04,-4.673030000e-05,8.392370000e-04,-3.186000,1.938100800e-01
53.066811,5.574260000e-04,7.152590000e-06,5.574260000e-04,0.756000,8.592640000e-04,5.197550000e-05,8.606950000e-04,3.486000,1.978304960e-01
54.153209,5.579030000e-04,7.152590000e-06,5.579030000e-04,0.756000,8.788150000e-04,4.577660000e-05,8.802450000e-04,2.994000,2.021553760e-01
55.083385,5.588570000e-04,7.152590000e-06,5.588570000e-04,0.750000,8.974110000e-04,3.337880000e-05,8.978880000e-04,2.148000,2.058566560e-01
56.141986,5.598110000e-04,7.152590000e-06,5.598110000e-04,0.750000,9.160080000e-04,1.955040000e-05,9.164850000e-04,1.248000,2.100666880e-01
57.241642,5.607640000e-04,7.152590000e-06,5.607640000e-04,0.750000,9.346050000e-04,9.536800000e-06,9.346050000e-04,0.612000,2.144165440e-01
58.341622,5.621950000e-04,7.152590000e-06,5.621950000e-04,0.750000,9.522480000e-04,4.291560000e-06,9.522480000e-04,0.258000,2.187930080e-01
59.114106,5.626720000e-04,7.152590000e-06,5.626720000e-04,0.750000,9.698910000e-04,0.000000000e+00,9.698910000e-04,0.000000,2.218740000e-01
60.132995,5.636250000e-04,7.152590000e-06,5.636250000e-04,0.744000,9.880140000e-04,1.907360000e-06,9.880140000e-04,0.138000,2.259089440e-01
